threshold,w_CAI,w_GC,w_Kozak,w_TIS,w_TTS,balanced_accuracy
0.7,0.06,0.03,0.06,0.4,0.45,0.912953998216415
0.6499999999999999,0.04,0.01,0.04,0.45,0.4,0.9129519235294608
0.6499999999999999,0.06,0.02,0.06,0.4,0.4,0.9129519235294608
0.6499999999999999,0.08,0.03,0.04,0.4,0.4,0.9129469588116517
0.7,0.04,0.01,0.02,0.45,0.45,0.9129461434677513
0.6499999999999999,0.02,0.02,0.04,0.45,0.45,0.9129436247816431
0.7,0.06,0.01,0.04,0.4,0.45,0.9129411787499422
0.7,0.08,0.01,0.04,0.4,0.45,0.9129391040629878
0.6499999999999999,0.08,0.01,0.02,0.4,0.4,0.9129341393451788
0.7,0.02,0.03,0.02,0.5,0.45,0.9129322503305977
0.7,0.02,0.02,0.04,0.45,0.5,0.912928100956689
0.7,0.04,0.02,0.06,0.4,0.5,0.9129175418495439
0.6499999999999999,0.06,0.01,0.06,0.4,0.4,0.9129167265056435
0.6499999999999999,0.04,0.02,0.06,0.4,0.4,0.9129167265056435
0.7,0.02,0.02,0.04,0.4,0.45,0.9129130211308885
0.6499999999999999,0.08,0.01,0.06,0.4,0.4,0.9129111321163075
0.7,0.08,0.02,0.02,0.5,0.5,0.9129077980862991
0.7,0.06,0.03,0.02,0.5,0.5,0.9129077980862991
0.6499999999999999,0.06,0.03,0.02,0.45,0.4,0.912904092711544
0.7,0.08,0.03,0.02,0.5,0.45,0.912897868650681
0.6499999999999999,0.02,0.01,0.06,0.4,0.4,0.9128941632759259
0.6499999999999999,0.08,0.03,0.02,0.4,0.4,0.9128856788557351
0.7,0.02,0.01,0.02,0.5,0.45,0.912879454794872
0.7,0.08,0.03,0.02,0.4,0.45,0.9128771944355443
0.6499999999999999,0.06,0.03,0.02,0.45,0.45,0.9128620419553368
0.6499999999999999,0.08,0.02,0.02,0.4,0.4,0.9128540015342996
0.7,0.04,0.03,0.02,0.5,0.5,0.9128458884588555
0.5999999999999999,0.06,0.01,0.04,0.4,0.4,0.9128444434434282
0.5499999999999999,0.04,0.01,0.02,0.4,0.4,0.9128438137719012
0.7,0.06,0.03,0.02,0.5,0.45,0.9128394787256191
0.6499999999999999,0.04,0.01,0.02,0.45,0.4,0.9128392930532457
0.6499999999999999,0.04,0.01,0.04,0.45,0.45,0.9128388490540921
0.7,0.04,0.02,0.04,0.5,0.45,0.9128303646339013
0.5999999999999999,0.08,0.03,0.02,0.4,0.4,0.9128303646339013
0.7,0.08,0.01,0.02,0.4,0.45,0.9128299932891546
0.7,0.06,0.02,0.02,0.4,0.45,0.9128299932891546
0.6499999999999999,0.06,0.01,0.02,0.4,0.4,0.912817359495055
0.7,0.04,0.02,0.06,0.4,0.45,0.9128161001520011
0.6499999999999999,0.02,0.01,0.04,0.45,0.45,0.91281421113742
0.6499999999999999,0.04,0.03,0.04,0.4,0.45,0.9128092464196109
0.7,0.02,0.01,0.04,0.5,0.45,0.912784608502939
0.6499999999999999,0.08,0.02,0.04,0.45,0.4,0.9127825338159846
0.6499999999999999,0.02,0.01,0.02,0.45,0.4,0.9127809031281839
0.5999999999999999,0.04,0.02,0.04,0.4,0.4,0.9127734197242667
0.6499999999999999,0.08,0.03,0.02,0.45,0.45,0.9127713450373125
0.7,0.04,0.02,0.04,0.4,0.45,0.912761859600848
0.7,0.04,0.01,0.06,0.45,0.45,0.912759970586267
0.6499999999999999,0.04,0.03,0.06,0.4,0.4,0.9127318129672133
0.5999999999999999,0.08,0.02,0.02,0.4,0.45,0.9127158451431054
0.5999999999999999,0.04,0.01,0.04,0.4,0.4,0.9127079903944416
0.6499999999999999,0.04,0.01,0.02,0.5,0.4,0.9127065453790142
0.7,0.04,0.01,0.04,0.5,0.5,0.9127052860359602
0.5999999999999999,0.02,0.02,0.04,0.4,0.4,0.9127044706920598
0.6499999999999999,0.02,0.02,0.02,0.4,0.4,0.9127040993473132
0.6499999999999999,0.06,0.03,0.04,0.4,0.4,0.9126986906303505
0.6499999999999999,0.02,0.01,0.02,0.5,0.45,0.9126968016157695
0.6499999999999999,0.04,0.02,0.02,0.45,0.4,0.9126951709279687
0.7,0.02,0.03,0.04,0.4,0.45,0.9126943555840683
0.7,0.08,0.02,0.02,0.4,0.45,0.912692910568641
0.5999999999999999,0.04,0.03,0.02,0.4,0.45,0.9126912072264333
0.6499999999999999,0.02,0.03,0.04,0.4,0.5,0.9126912072264333
0.7,0.08,0.03,0.04,0.45,0.5,0.9126912072264333
0.6499999999999999,0.04,0.03,0.02,0.45,0.4,0.9126895765386327
0.7,0.02,0.01,0.04,0.5,0.5,0.91268416782167
0.5999999999999999,0.02,0.01,0.02,0.45,0.45,0.9126820931347155
0.6499999999999999,0.02,0.02,0.02,0.5,0.4,0.9126692736682427
0.6499999999999999,0.04,0.01,0.06,0.4,0.4,0.9126649386219606
0.6499999999999999,0.02,0.02,0.02,0.45,0.4,0.9126599739041515
0.6499999999999999,0.06,0.01,0.04,0.45,0.4,0.9126551948587158
0.7,0.02,0.03,0.04,0.5,0.45,0.9126510454848071
0.7,0.06,0.02,0.04,0.4,0.45,0.912647969781579
0.6499999999999999,0.08,0.01,0.04,0.45,0.4,0.912646080766998
0.7,0.08,0.02,0.02,0.5,0.4,0.9126438204076703
0.5999999999999999,0.02,0.01,0.04,0.4,0.4,0.9126425610646163
0.6499999999999999,0.04,0.02,0.02,0.45,0.5,0.9126377820191807
0.7,0.02,0.02,0.04,0.5,0.5,0.9126342623167989
0.7,0.08,0.03,0.06,0.4,0.45,0.9126235175372803
0.6499999999999999,0.02,0.01,0.02,0.4,0.4,0.9126210715055794
0.7,0.08,0.01,0.04,0.45,0.5,0.9126187384918447
0.7,0.02,0.03,0.02,0.5,0.5,0.912615218789463
0.5999999999999999,0.04,0.01,0.04,0.4,0.45,0.912614589117936
0.7,0.06,0.01,0.02,0.4,0.45,0.9126119574138616
0.7,0.08,0.01,0.04,0.5,0.45,0.9126011399799361
0.6499999999999999,0.04,0.01,0.04,0.4,0.5,0.9125990652929817
0.6499999999999999,0.02,0.02,0.04,0.4,0.5,0.9125990652929817
0.7,0.06,0.03,0.04,0.45,0.5,0.9125955455906
0.6499999999999999,0.04,0.03,0.04,0.4,0.4,0.912592469887372
0.5499999999999999,0.02,0.02,0.02,0.4,0.4,0.912589951201264
0.6499999999999999,0.02,0.03,0.02,0.45,0.4,0.9125868754980359
0.7,0.04,0.02,0.04,0.5,0.4,0.9125777614063181
0.6499999999999999,0.02,0.01,0.04,0.4,0.4,0.9125684616422269
0.7,0.06,0.03,0.04,0.4,0.5,0.9125644979406915
0.5999999999999999,0.02,0.01,0.04,0.4,0.45,0.9125561991928741
0.7,0.02,0.02,0.04,0.5,0.45,0.9125553838489737
0.6499999999999999,0.02,0.02,0.04,0.45,0.4,0.9125524938181191
0.7,0.04,0.01,0.02,0.5,0.4,0.9125523081457456
0.7,0.04,0.01,0.04,0.5,0.45,0.9125518641465921
